Data da Coleta,Amostra,Motivo,Município,Sistema,Chuva nas Últimas 48h,Cloro Residual Livre (mg/L),Turbidez (uT),Cor Aparente (uH),pH,Coliformes Totais,E. Coli,Fluoretação
30 de jan. de 2026,JAC 64,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
30 de jan. de 2026,OAF 22,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Sim,1,0.92,,,Sem Informações,Sem Informações,Não
30 de jan. de 2026,OAF 24,Rotina,Olho d'Água das Flores,SAA DE PAO DE ACUCAR URBANO,Sim,1.5,0.89,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260316000012,Rotina,Branquinha,SAC DE BRANQUINHA - ASSENTAMENTO FLOR DO MUNDAU,Sim,,0.8,,,Presente,Ausente,Não
29 de jan. de 2026,MCZ035,Rotina,Maceió,SAA MACEIO PARK BOA VISTA,Não,0,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260316000013,Rotina,Branquinha,SAC DE BRANQUINHA - ASSENTAMENTO FLOR DO MUNDAU,Sim,,0.82,,,Presente,Ausente,Não
29 de jan. de 2026,PCL 13,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.48,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260316000014,Rotina,Branquinha,SAC DE BRANQUINHA - ASSENTAMENTO FLOR DO MUNDAU,Sim,,0.94,,,Presente,Presente,Não
29 de jan. de 2026,PCL 11,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.54,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,PCL 12,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.12,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260134000005,Rotina,Barra de São Miguel,SAA DE BARRA DE SAO MIGUEL URBANO,Sim,,2.41,0,,Ausente,Ausente,Não
29 de jan. de 2026,260316000011,Rotina,Branquinha,SAC DE BRANQUINHA - ASSENTAMENTO FLOR DO MUNDAU,Sim,,1.58,,,Ausente,Ausente,Não
29 de jan. de 2026,FLX 021,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,0.1,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,FLX 022,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,2,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260142000012,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE QUILOMBO,Sim,0.01,1.58,4,,Presente,Ausente,Não
29 de jan. de 2026,260142000011,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,0,7.31,21,,Presente,Sem Informações,Não
29 de jan. de 2026,260142000013,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,1.12,0.74,1,,Presente,Ausente,Não
29 de jan. de 2026,260142000014,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,1.15,2.27,6,,Presente,Ausente,Não
29 de jan. de 2026,260316000015,Rotina,Branquinha,SAC DE BRANQUINHA - ASSENTAMENTO FLOR DO MUNDAU,Sim,,0.87,,,Presente,Presente,Não
29 de jan. de 2026,260142000015,Rotina,Santa Luzia do Norte,SAA DE SANTA LUZIA DO NORTE SEDE,Sim,0,3.89,13,,Presente,Ausente,Não
29 de jan. de 2026,MCZ034,Rotina,Maceió,SAA MACEIO RESIDENCIAL VALE DO SOL,Não,0,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260134000004,Rotina,Barra de São Miguel,SAC DE BARRA DE SAO MIGUEL LOTEAMENTO JOSE NUNES,Sim,,2.85,0,,Ausente,Ausente,Não
29 de jan. de 2026,FLX 023,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,PCL 15,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.45,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,PCL 14,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,0.5,1.29,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260925000016,Surto,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Sim,0.3,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260925000017,Surto,São José da Tapera,SAA DE PAO DE ACUCAR URBANO,Sim,0.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260134000001,Rotina,Barra de São Miguel,SAA DE BARRA DE SAO MIGUEL PALATEIA,Sim,,0.76,7,,Ausente,Ausente,Não
29 de jan. de 2026,260134000002,Rotina,Barra de São Miguel,SAA DE BARRA DE SAO MIGUEL SAO SEBASTIAO,Sim,,3.24,3,,Presente,Ausente,Não
29 de jan. de 2026,JAC 53,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,260134000003,Rotina,Barra de São Miguel,SAA DE BARRA DE SAO MIGUEL SAO SEBASTIAO,Sim,,1.23,5,,Ausente,Ausente,Não
29 de jan. de 2026,JAC 54,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,JAC 55,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,JAC 56,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,JAC 57,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,JAC 58,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
29 de jan. de 2026,JAC 59,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,INP 07,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,261010000010,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,0.72,2,,Ausente,Ausente,Não
28 de jan. de 2026,INP 06,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,INP 08,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,INP 09,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260307000006,Rotina,Santana do Mundaú,SAI DE SANTANA DO MUNDAU CIDADE,Não,,1.04,,,Presente,Ausente,Não
28 de jan. de 2026,260137000013,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,0.71,1,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260137000014,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,1.19,1,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,FLX 018,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,INP 10,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260210000006,Rotina,Passo de Camaragibe,SAA DE PASSO DE CAMARAGIBE ENGENHO VELHO,Não,,1.76,3,,Ausente,Ausente,Não
28 de jan. de 2026,260210000008,Rotina,Passo de Camaragibe,SAA DE PASSO DE CAMARAGIBE ENGENHO VELHO,Não,,1.86,4,,Ausente,Ausente,Não
28 de jan. de 2026,260803000005,Rotina,Cacimbinhas,RIO SAO FRANCISCO,Não,,0.1,,,Ausente,Ausente,Não
28 de jan. de 2026,260307000007,Rotina,Santana do Mundaú,SAI DE SANTANA DO MUNDAU CIDADE,Não,,1.63,,,Presente,Ausente,Não
28 de jan. de 2026,FLX 019,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260307000008,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,0.86,1,,Presente,Presente,Não
28 de jan. de 2026,260307000009,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,0.95,0,,Presente,Presente,Não
28 de jan. de 2026,260115000013,Rotina,Coqueiro Seco,SAA DE COQUEIRO SECO BRASILIA PREFEITURA,Não,,2.1,13,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260210000009,Rotina,Passo de Camaragibe,SAI DE PASSO DE CAMARAGIBE CENTRO,Não,,0.45,2,,Presente,Ausente,Não
28 de jan. de 2026,260115000011,Rotina,Coqueiro Seco,SAA DE COQUEIRO SECO CADOZ,Não,,0.77,5,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,016,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Sim,0.51,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,018,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Sim,0.48,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,020,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Não,1.39,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260133000017,Surto,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Sim,0,5.23,9,,Presente,Presente,Não
28 de jan. de 2026,260133000016,Surto,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Sim,0.93,1.03,0,,Presente,Presente,Não
28 de jan. de 2026,260133000018,Surto,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL MARIA GISLENE MATHEUS,Sim,0,0.75,0,,Presente,Ausente,Não
28 de jan. de 2026,260115000012,Rotina,Coqueiro Seco,SAA DE COQUEIRO SECO RETIRO,Não,,1.63,8,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260115000014,Rotina,Coqueiro Seco,SAA DE COQUEIRO SECO RETIRO,Não,,2.15,0,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,017,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Sim,1.1,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260115000015,Rotina,Coqueiro Seco,SAA DE COQUEIRO SECO RETIRO,Não,,2.17,1,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260609000009,Rotina,Igreja Nova,SAA DE IGREJA NOVA SERRARIA,Não,0,0.85,1,,Ausente,Ausente,Não
28 de jan. de 2026,260307000010,Rotina,Santana do Mundaú,SAA DE SANTANA DO MUNDAU URBANO,Não,1,0.86,0,,Presente,Presente,Não
28 de jan. de 2026,260609000010,Rotina,Igreja Nova,SAA DE IGREJA NOVA SERRARIA,Não,0.2,0.96,1,,Ausente,Ausente,Não
28 de jan. de 2026,260609000006,Rotina,Igreja Nova,SAA DE IGREJA NOVA VISTA ALEGRE,Não,0.5,0.75,0,,Ausente,Ausente,Não
28 de jan. de 2026,FLX 020,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260609000008,Rotina,Igreja Nova,SAA DE IGREJA NOVA VISTA ALEGRE,Não,0.8,1.49,1,,Ausente,Ausente,Não
28 de jan. de 2026,260609000007,Rotina,Igreja Nova,SAA DE IGREJA NOVA VISTA ALEGRE,Não,0,0.73,1,,Ausente,Ausente,Não
28 de jan. de 2026,260108000053,Rotina,Maceió,SAA MACEIO ALTO DA BOA VISTA SAO JORGE,Sim,2,16.8,,,Ausente,Ausente,Não
28 de jan. de 2026,260108000052,Rotina,Maceió,SAA MACEIO ANDALUZ,Sim,0.1,0,,,Ausente,Ausente,Não
28 de jan. de 2026,260108000057,Rotina,Maceió,SAA MACEIO COSTA NORTE,Sim,0,0.7,,,Ausente,Ausente,Não
28 de jan. de 2026,260108000055,Rotina,Maceió,SAA MACEIO EDIFICIO RACE,Sim,0,0,,,Ausente,Ausente,Não
28 de jan. de 2026,260108000054,Rotina,Maceió,SAA MACEIO PARK BOA VISTA,Sim,0.5,0,,,Ausente,Ausente,Não
28 de jan. de 2026,019,Rotina,São Miguel dos Milagres,SAA DE SAO MIGUEL DOS MILAGRES URBANO,Sim,1.39,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260108000056,Rotina,Maceió,SAA MACEIO RACINE,Sim,0,1.86,,,Ausente,Ausente,Não
28 de jan. de 2026,260137000015,Rotina,Paripueira,SAC DE PARIPUEIRA LOT BELA VISTA,Não,2,1.1,4,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,260210000007,Rotina,Passo de Camaragibe,SAI DE PASSO DE CAMARAGIBE CENTRO,Não,,1.49,2,,Ausente,Ausente,Não
28 de jan. de 2026,260210000010,Rotina,Passo de Camaragibe,SAI DE PASSO DE CAMARAGIBE CENTRO,Não,,0.66,0,,Ausente,Ausente,Não
28 de jan. de 2026,260137000012,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,1.03,2,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,JAC 47,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,JAC 48,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,JAC 49,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,261010000006,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,1.04,2,,Ausente,Ausente,Não
28 de jan. de 2026,260137000011,Rotina,Paripueira,SAA DE PARIPUEIRA URBANO,Não,2,1,1.05,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,JAC 50,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,JAC 51,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,261010000007,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,0.98,2,,Ausente,Ausente,Não
28 de jan. de 2026,JAC 52,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
28 de jan. de 2026,261010000008,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,1,0.96,2,,Ausente,Ausente,Não
28 de jan. de 2026,261010000009,Rotina,Inhapi,SAA DE DELMIRO GOUVEIA ADUTORAA,Sim,0.8,0.85,2,,Ausente,Ausente,Não
27 de jan. de 2026,GP 06,Rotina,Girau do Ponciano,SAA DE SAO BRAS URBANO,Não,2,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260133000013,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL DENISON AMORIM,Não,0.12,0.91,0,,Ausente,Ausente,Não
27 de jan. de 2026,260309000006,Rotina,Ibateguara,SAA DE IBATEGUARA URBANO SAMAE,Não,1.5,2.06,3,,Presente,Ausente,Não
27 de jan. de 2026,260108000037,Rotina,Maceió,SAA MACEIO ALEXANDRE III,Não,0.1,0.42,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000035,Rotina,Maceió,SAA MACEIO ANASTACIO I,Não,0,1.73,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000038,Rotina,Maceió,SAA MACEIO CONSTANTINO I,Não,0,2.83,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000040,Rotina,Maceió,SAA MACEIO PIO IV,Não,0,1.8,,,Presente,Presente,Não
27 de jan. de 2026,260108000048,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 1A 2A 10A,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000047,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 1B E 2B,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000043,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 1C 2C 11C,Sim,0,0,,,Presente,Ausente,Não
27 de jan. de 2026,260108000046,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 3C 4C,Sim,1,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000050,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 4B,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000042,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 5C 6C 7C,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000044,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 8C 9C,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000041,Rotina,Maceió,SAA MACEIO SAN RAFAEL,Não,0,0,,,Presente,Ausente,Não
27 de jan. de 2026,260108000033,Rotina,Maceió,SAA MACEIO SILVESTRE I,Não,0.2,12.7,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000032,Rotina,Maceió,SAA MACEIO VIRGILIO I,Não,0,2.37,,,Presente,Ausente,Não
27 de jan. de 2026,260922000016,Denúncia,Pão de Açúcar,SAA PAO DE ACUCAR ZONA RURAL,Não,1,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260922000017,Rotina,Pão de Açúcar,SAA PAO DE ACUCAR ZONA RURAL,Não,0,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260613000012,Surto,Porto Real do Colégio,SAA PORTO REAL DO COLEGIO URBANO,Sim,2,1.2,,,Ausente,Ausente,Não
27 de jan. de 2026,260613000014,Rotina,Porto Real do Colégio,SAA PORTO REAL DO COLEGIO URBANO,Sim,1,1,,,Ausente,Ausente,Não
27 de jan. de 2026,260613000011,Rotina,Porto Real do Colégio,SAA PORTO REAL DO COLEGIO URBANO,Sim,2,3.4,,,Ausente,Ausente,Não
27 de jan. de 2026,260613000013,Rotina,Porto Real do Colégio,SAA PORTO REAL DO COLEGIO URBANO,Sim,1.5,1.1,,,Ausente,Ausente,Não
27 de jan. de 2026,260613000015,Rotina,Porto Real do Colégio,SAA PORTO REAL DO COLEGIO URBANO,Sim,1.5,3.8,,,Ausente,Ausente,Não
27 de jan. de 2026,260916000011,Rotina,Santana do Ipanema,SAA DE PAO DE ACUCAR URBANO,Não,0.3,0.2,,,Ausente,Ausente,Não
27 de jan. de 2026,260916000012,Rotina,Santana do Ipanema,SAA DE PAO DE ACUCAR URBANO,Não,0.5,2.2,,,Ausente,Ausente,Não
27 de jan. de 2026,260916000013,Rotina,Santana do Ipanema,SAA DE PAO DE ACUCAR URBANO,Não,2,1,,,Ausente,Ausente,Não
27 de jan. de 2026,260916000014,Rotina,Santana do Ipanema,SAA DE PAO DE ACUCAR URBANO,Não,1,1,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000051,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 8B 9B 10B,Sim,0,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260306000007,Rotina,Ibateguara,SAC DE IBATEGUARA FAZENDA AQUIDABAN 2,Não,,1.53,,,Presente,Presente,Não
27 de jan. de 2026,260917000001,Rotina,Monteirópolis,SAA DE PAO DE ACUCAR URBANO,Não,2.5,1,,,Ausente,Ausente,Não
27 de jan. de 2026,260917000002,Rotina,Monteirópolis,SAA DE PAO DE ACUCAR URBANO,Não,2,0.8,,,Ausente,Ausente,Não
27 de jan. de 2026,260917000005,Rotina,Monteirópolis,SAA DE PAO DE ACUCAR URBANO,Não,1,0.3,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000034,Rotina,Maceió,SAA MACEIO JOAO V,Não,0.3,0.35,,,Ausente,Ausente,Não
27 de jan. de 2026,260920000004,Rotina,Poço das Trincheiras,SAC DE POCO DAS TRINCHEIRAS VEICULO TRANSPORTADOR,Não,1,0.87,,,Ausente,Ausente,Não
27 de jan. de 2026,260211000011,Rotina,Porto de Pedras,SAC DE PORTO DE PEDRAS CACIMBA DO TRINTA,Não,,0.51,,,Presente,Ausente,Não
27 de jan. de 2026,250211000012,Rotina,Porto de Pedras,SAC DE PORTO DE PEDRAS CHAFARIZ DO SITIO ENCANTADO,Não,,0.68,,,Presente,Presente,Não
27 de jan. de 2026,260309000009,Rotina,Ibateguara,SAC DISTRITO CANASTRA RUA DO CACIMBAO,Não,,0.76,0,,Presente,Presente,Não
27 de jan. de 2026,260108000036,Rotina,Maceió,SAA MACEIO ADRIANO V,Não,0.5,2.55,,,Ausente,Ausente,Não
27 de jan. de 2026,260309000008,Rotina,Ibateguara,SAA DE IBATEGUARA SEDE,Não,0.2,3.75,7,,Ausente,Ausente,Não
27 de jan. de 2026,260920000003,Rotina,Poço das Trincheiras,SAA DE PAO DE ACUCAR URBANO,Não,1,0.89,,,Ausente,Ausente,Não
27 de jan. de 2026,260211000013,Rotina,Porto de Pedras,SAI DE PORTO DE PEDRAS CURTUME,Não,,1.56,,,Presente,Ausente,Não
27 de jan. de 2026,260211000014,Rotina,Porto de Pedras,SAI DE PORTO DE PEDRAS POVOADO LAGES,Não,,0.27,,,Presente,Presente,Não
27 de jan. de 2026,JAC 40,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,JAC 41,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,JAC 42,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,JAC 43,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,JAC 44,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,JAC 45,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260133000014,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL DENISON AMORIM,Não,0.09,0.96,0,,Ausente,Ausente,Não
27 de jan. de 2026,JAC 46,Rotina,Jacuípe,SAA DE JACUIPE URBANO,Não,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260133000015,Rotina,Marechal Deodoro,SAA DE MARECHAL DEODORO RESIDENCIAL DENISON AMORIM,Não,0.72,0.93,0,,Ausente,Ausente,Não
27 de jan. de 2026,260416000012,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,,1.12,3,,Ausente,Ausente,Não
27 de jan. de 2026,260309000010,Rotina,Ibateguara,SAA CANASTRA COHAB NOVA,Não,,10.01,13,,Presente,Presente,Não
27 de jan. de 2026,260416000011,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,,1.54,3,,Presente,Sem Informações,Não
27 de jan. de 2026,260916000015,Rotina,Santana do Ipanema,SAA DE PAO DE ACUCAR URBANO,Não,1,0.5,,,Ausente,Ausente,Não
27 de jan. de 2026,260416000014,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,,1.29,3,,Presente,Ausente,Não
27 de jan. de 2026,260416000015,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,,1.45,3,,Presente,Sem Informações,Não
27 de jan. de 2026,260108000039,Rotina,Maceió,SAA MACEIO SAO BENTO,Não,0,0.68,,,Presente,Ausente,Não
27 de jan. de 2026,260711000011,Rotina,Limoeiro de Anadia,SAA DE LIMOEIRO DE ANADIA GENIPAPO,Não,0.1,0.5,,,Ausente,Ausente,Não
27 de jan. de 2026,260211000015,Rotina,Porto de Pedras,SAA DE PORTO DE PEDRAS POV TATUAMUNHA,Não,0.15,1.84,0,,Ausente,Ausente,Não
27 de jan. de 2026,260711000012,Rotina,Limoeiro de Anadia,SAA DE LIMOEIRO DE ANADIA GENIPAPO,Não,0.1,0.1,,,Ausente,Ausente,Não
27 de jan. de 2026,260711000015,Rotina,Limoeiro de Anadia,SAA DE LIMOEIRO DE ANADIA GENIPAPO,Não,0.1,0.1,,,Ausente,Ausente,Não
27 de jan. de 2026,260711000014,Rotina,Limoeiro de Anadia,SAA DE LIMOEIRO DE ANADIA GENIPAPO,Não,0.1,0.2,,,Ausente,Ausente,Não
27 de jan. de 2026,º260711000013,Rotina,Limoeiro de Anadia,SAA DE LIMOEIRO DE ANADIA GENIPAPO,Não,0.1,0.1,,,Ausente,Ausente,Não
27 de jan. de 2026,FLX 015,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,0.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,FLX 016,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1.5,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260917000004,Rotina,Monteirópolis,SAA DE PAO DE ACUCAR URBANO,Não,2.5,0.6,,,Ausente,Ausente,Não
27 de jan. de 2026,FLX 017,Rotina,Flexeiras,SAA DE FLEIXEIRAS CIDADE SEDE AGUAS DE FLEXEIRAS SPE SA,Sim,1,,,,Sem Informações,Sem Informações,Não
27 de jan. de 2026,260108000049,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 3A E 4A,Sim,0.5,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260108000045,Rotina,Maceió,SAA MACEIO RUI PALMEIRA 10C 12C 13C,Sim,0.5,0,,,Ausente,Ausente,Não
27 de jan. de 2026,260416000013,Rotina,Paulo Jacinto,SAA DE PAULO JACINTO URBANO CASAL,Sim,,1.48,3,,Ausente,Ausente,Não
27 de jan. de 2026,260209000017,Rotina,Maragogi,SAA DE MARAGOGI CENTRO E BARRA GRANDE,Não,0.2,0.42,0,,Ausente,Ausente,Não
27 de jan. de 2026,260209000016,Rotina,Maragogi,SAA DE MARAGOGI CENTRO E BARRA GRANDE,Não,0.3,0.38,0,,Presente,Sem Informações,Não
27 de jan. de 2026,260209000018,Rotina,Maragogi,SAA DE MARAGOGI CENTRO E BARRA GRANDE,Não,0.2,0.52,0,,Presente,Sem Informações,Não
27 de jan. de 2026,260209000019,Rotina,Maragogi,SAA DE MARAGOGI CENTRO E BARRA GRANDE,Não,0.3,0.1,0,,Ausente,Ausente,Não
27 de jan. de 2026,260209000020,Rotina,Maragogi,SAA DE MARAGOGI CENTRO E BARRA GRANDE,Não,0.3,0.1,0,,Ausente,Ausente,Não
