Município,Processo,Prestadora,NC,Descrição,Status,Categoria
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 06,Ausência do macromedidor na saída do Poço,Repasse,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 08,Perímetro do poço com materiais inservíveis,Expirado,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 74,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 75,Ausência do macromedidor na saída do reservatório,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 01,Ausência de identificação do poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 02,Ausência do macromedidor na saída do poço,Repasse,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 107,Árvore na escada de acesso a laje do reservatório,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 105,Ausência da tampa de proteção da caixa de passagem e alvenaria,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 104,Patologias estruturais do reservatório 9,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 103,Tampa de proteção da laje de cobertura oxidada,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 102,Escada interna oxidada,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 101,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 100,Ausência do macromedidor na saída do reservatório,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 99,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 98,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 97,Ausência de guarda-corpo na escada externa,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 03,Perímetro do poço com materiais inservíveis,Repasse,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 04,Excesso de vegetação na área,Repasse,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 35,Oxidação da tampa de segurança do Poço,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 96,Patologias estruturais do reservatório 08,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 36,Laje de concreto sem a dimensão correta e inclinação,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 37,Ausência do macromedidor na saída do poço,Repasse,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 38,Abrigo do quadro elétrico e bombas dosadoras de cloro com o reboco caindo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 95,Ausência da tampa de proteção da caixa de passagem,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 34,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 33,Perímetro do poço com materiais inservíveis,Repasse,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 32,Abrigo do quadro elétrico com o reboco caindo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 31,Ausência do pitômetro e macromedidor na saída do Poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 07,Abrigo da bomba dosadora de cloro e quadro elétrico com o reboco caindo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 94,Patologias estruturais no Reservatório 7,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 93,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 92,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 91,Ausência de guarda-corpo na escada externa,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 90,Ausência da tampa de proteção da caixa de passagem,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 39,Ausência da tampa de segurança dos poços,Repasse,Outros
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 40,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 89,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 88,Ausência do macromedidor na saída do reservatório,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 87,Ausência de guarda-corpo na escada externa,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 86,Infiltração na laje de fundo do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 85,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 57,Ausência da tampa de segurança do Poço,Expirado,Outros
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 58,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 59,Ausência do macromedidor na saída do poço,Repasse,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 60,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 61,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 62,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 63,Oxidação da tampa de segurança do Poço,Repasse,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 64,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 76,Patologias estruturais no Reservatório 4,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 77,Ausência de identificação do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 78,Ausência do macromedidor na saída do reservatório,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 79,Ausência de identificação do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 80,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 81,Armadura longitudinal da laje de cobertura exposta,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 82,Ausência de guarda-corpo na escada externa,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 83,Ausência do macromedidor na saída do reservatório,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 05,Ausência de identificação do poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 09,Ausência de cerca ou muro de proteção no perímetro,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 65,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 66,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 67,Extintor de incêndio fora do prazo de recarga,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 68,Abrigo da bomba dosadora de cloro e quadro elétrico com o reboco caindo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 69,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 70,Oxidação da tampa de segurança do Poço,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 71,Ausência da laje de concreto na borda do tubo de saliência,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 72,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 118,Ausência de identificação do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 117,Ausência do macromedidor na saída do reservatório,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 116,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 115,Patologias estruturais do reservatório 11,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 114,Ausência de guarda-corpo na escada externa,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 113,Ausência de identificação do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 112,Ausência do guarda-corpo na laje de cobertura,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 111,Ausência do medidor de nível e boia,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 110,Vazamento de água na flange da tubulação de chegada,Expirado,Hidráulico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 109,Tampa de proteção da laje de cobertura oxidada,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 108,Escada interna oxidada,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 56,Quadro elétrico não possui abrigo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 55,Ausência de identificação do Poço,Repasse,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 73,Ausência de identificação do reservatório,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 53,Ausência do macromedidor e pitômetro na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 52,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 51,Perímetro do poço com materiais inservíveis,Repasse,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 50,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 49,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 48,Ausência da tampa do quadro elétrico de medição,Repasse,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 47,Acúmulo de lixo no perímetro do poço,Repasse,Limpeza e Conservação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 46,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 45,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 44,Abrigo do quadro elétrico e bomba dosadora de cloro com o reboco caindo,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 43,Extintor de incêndio sem a fixa de recarga,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 106,Ausência do medidor de nível e boia,Pendente,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 41,Oxidação da tampa de segurança do Poço,Expirado,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 10,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 11,Ausência de quadro elétrico,Expirado,Elétrico
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 12,Oxidação da tampa de proteção do poço,Expirado,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 13,Acumulo de sujeira dentro da caixa de proteção,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 14,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 15,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 16,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 17,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 18,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 19,Ausência da tampa de segurança do Poço,Repasse,Outros
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 20,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 21,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 22,Despressurização do extintor de incêndio,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 23,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 24,Ausência do macromedidor na saída do poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 25,Extintor de incêndio fora do prazo de validade,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 26,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 27,Ausência de cerca ou muro no perímetro,Repasse,Estrutural
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 28,Ausência do pitômetro e macromedidor na saída do Poço,Expirado,Medição e Aferição
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 29,Extintor de incêndio fora do prazo de validade,Repasse,Segurança
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 30,Ausência de identificação do Poço,Expirado,Ausência de Identificação
BARRA DE SANTO ANTÔNIO,E:49070.0000005888/2023,BRK,NC 42,Ausência do macromedidor e pitômetro na saída do poço,Expirado,Medição e Aferição
ATALAIA,E:49070.0000000956/2025,BRK,NC 33,Falta da tampa do reservatório,Sanado,Estrutural
ATALAIA,E:49070.0000000956/2025,BRK,NC 32,Limpeza na área,Sanado,Limpeza e Conservação
ATALAIA,E:49070.0000000956/2025,BRK,NC 31,Falta da bomba reserva,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 30,Readequação da captação,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 29,Ausência de guarda-corpo na escada de acesso à laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 28,Ausência da placa de identificação,Sanado,Ausência de Identificação
ATALAIA,E:49070.0000000956/2025,BRK,NC 27,Falta de identificação,Sanado,Ausência de Identificação
ATALAIA,E:49070.0000000956/2025,BRK,NC 26,Deterioração do piso,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 25,Vazamento,Sanado,Hidráulico
ATALAIA,E:49070.0000000956/2025,BRK,NC 24,Deterioração da parede,Sanado,Estrutural
ATALAIA,E:49070.0000000956/2025,BRK,NC 23,Ancoragem danificada,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 22,Vazamento,Sanado,Hidráulico
ATALAIA,E:49070.0000000956/2025,BRK,NC 21,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 20,Falta da bomba reserva,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 19,Limpeza na área do poço,Sanado,Limpeza e Conservação
ATALAIA,E:49070.0000000956/2025,BRK,NC 18,Poda da árvore,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 17,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 16,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 15,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 14,Patologias no concreto armado,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 13,Fiação exposta,Sanado,Elétrico
ATALAIA,E:49070.0000000956/2025,BRK,NC 12,Cerca de proteção Danificada,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 11,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 01,Vazamento,Sanado,Hidráulico
ATALAIA,E:49070.0000000956/2025,BRK,NC 02,Patologias no concreto,Sanado,Outros
ATALAIA,E:49070.0000000956/2025,BRK,NC 03,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 04,Infiltração,Sanado,Estrutural
ATALAIA,E:49070.0000000956/2025,BRK,NC 05,Ausência de guarda corpo na escada e laje de cobertura,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 06,Laje de proteção,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 07,Cerca de proteção Danificada,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 08,Cerca de proteção Danificada,Sanado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 09,Falta Cerca de proteção,Justificado,Segurança
ATALAIA,E:49070.0000000956/2025,BRK,NC 10,Patologias no concreto,Sanado,Outros
ATALAIA,E:49070.0000001127/2025,BRK,NC 36,Vazamento na tubulação do clorador,Sanado,Hidráulico
ATALAIA,E:49070.0000001127/2025,BRK,NC 35,Ausência de isolamento no perímetro do poço,Sanado,Limpeza e Conservação
ATALAIA,E:49070.0000001127/2025,BRK,NC 34,Ausência de limpeza ao redor do poço,Sanado,Limpeza e Conservação
ATALAIA,E:49070.0000001127/2025,BRK,NC 33,Tampa em concreto do poço danificada,Sanado,Outros
